event_time_utc|event_name|client_app_name|client_host|username|session_id|xact_id|duration_ms|sql_text_action|statement_data|batch_text
--------------|----------|---------------|-----------|--------|----------|-------|-----------|---------------|--------------|----------
2026-04-24 10:11:27.4420000|sql_batch_completed|.Net SqlClient Data Provider|<legacy-host>|sa|64|0|0|select * From HT_Rooms  order by room_NO|NULL|select * From HT_Rooms  order by room_NO
2026-04-24 10:11:27.7350000|sql_batch_completed|.Net SqlClient Data Provider|<legacy-host>|sa|64|0|292|select * from View_Room_All where room_date='4/24/2026' and (cin_room_status='เข้าพัก' or cin_room_status='ยังไม่เข้าพัก') order by id desc|NULL|select * from View_Room_All where room_date='4/24/2026' and (cin_room_status='เข้าพัก' or cin_room_status='ยังไม่เข้าพัก') order by id desc
2026-04-24 10:11:27.7360000|sql_batch_completed|.Net SqlClient Data Provider|<legacy-host>|sa|64|0|0|select book_room_type,sum(book_room_num) as num from View_Book_Ds2 where book_status='จอง' and (Book_Date_in >= '4/24/2026 00:00:00' or Book_date_out>='4/24/2026 23:59:59')  group by book_room_type|NULL|select book_room_type,sum(book_room_num) as num from View_Book_Ds2 where book_status='จอง' and (Book_Date_in >= '4/24/2026 00:00:00' or Book_date_out>='4/24/2026 23:59:59')  group by book_room_type
2026-04-24 10:11:27.7540000|sql_batch_completed|.Net SqlClient Data Provider|<legacy-host>|sa|64|0|18|select cin_no,cin_room_all,Cin_room_no,Total_Price_Balance,total_price_vat from View_CheckIn_Ds where (cin_room_status='เข้าพัก' or cin_room_status='ยังไม่เข้าพัก')|NULL|select cin_no,cin_room_all,Cin_room_no,Total_Price_Balance,total_price_vat from View_CheckIn_Ds where (cin_room_status='เข้าพัก' or cin_room_status='ยังไม่เข้าพัก')
2026-04-24 10:11:27.7550000|sql_batch_completed|.Net SqlClient Data Provider|<legacy-host>|sa|64|0|1|select SMS_Room,SMS_ID from HT_Room_SMS where SMS_Readed='no'|NULL|select SMS_Room,SMS_ID from HT_Room_SMS where SMS_Readed='no'
2026-04-24 10:11:27.9070000|sql_batch_completed|.Net SqlClient Data Provider|<legacy-host>|sa|64|0|0|select * from HT_SET_RoomType|NULL|select * from HT_SET_RoomType
2026-04-24 10:11:27.9070000|sql_batch_completed|.Net SqlClient Data Provider|<legacy-host>|sa|64|0|151|select * from View_Room_All where cin_room_status='เข้าพัก' order by cin_date_out desc|NULL|select * from View_Room_All where cin_room_status='เข้าพัก' order by cin_date_out desc
2026-04-24 10:11:28.1720000|sql_batch_completed|.Net SqlClient Data Provider|<legacy-host>|sa|64|0|31|select * from View_Book_Date where Book_Status='จอง' and Book_date_ds='4/24/2026' order by id|NULL|select * from View_Book_Date where Book_Status='จอง' and Book_date_ds='4/24/2026' order by id
2026-04-24 10:11:28.1770000|sql_batch_completed|.Net SqlClient Data Provider|<legacy-host>|sa|64|0|0|select SMS_TO,count(SMS_ID) as num from HT_EMP_SMS where SMS_Readed='no' group by SMS_TO|NULL|select SMS_TO,count(SMS_ID) as num from HT_EMP_SMS where SMS_Readed='no' group by SMS_TO
2026-04-24 10:11:51.2580000|sql_batch_completed|.Net SqlClient Data Provider|<legacy-host>|sa|64|0|0|select id from HT_Round_Bill where round_end is null|NULL|select id from HT_Round_Bill where round_end is null
2026-04-24 10:11:51.2670000|sql_batch_completed|.Net SqlClient Data Provider|<legacy-host>|sa|64|0|0|select * from HT_Rooms where room_no='402'|NULL|select * from HT_Rooms where room_no='402'
2026-04-24 10:11:53.1460000|sql_batch_completed|.Net SqlClient Data Provider|<legacy-host>|sa|64|0|0|select * from HT_Rooms where Room_no='402'|NULL|select * from HT_Rooms where Room_no='402'
2026-04-24 10:11:53.1730000|sql_batch_completed|.Net SqlClient Data Provider|<legacy-host>|sa|64|0|0|update HT_Rooms set Room_Clean='no',Room_Clean_Time='' where id=15|NULL|update HT_Rooms set Room_Clean='no',Room_Clean_Time='' where id=15
2026-04-24 10:11:53.1730000|sql_batch_completed|.Net SqlClient Data Provider|<legacy-host>|sa|64|0|26|select top 1 cin_no,cin_cust_name from View_CheckIn_Ds where Cin_room_status='Check-Out' and cin_room_no='402' order by cin_room_out desc|NULL|select top 1 cin_no,cin_cust_name from View_CheckIn_Ds where Cin_room_status='Check-Out' and cin_room_no='402' order by cin_room_out desc
2026-04-24 10:11:53.1740000|sql_batch_completed|.Net SqlClient Data Provider|<legacy-host>|sa|64|0|0|INSERT INTO HT_Housewife ([h_name],[h_room],[h_date],[h_note],[h_cin],[h_cin_name]) VALUES ('Admin', '402', '4/24/2026 5:11:53 PM', '','CH26-005228','SPIKE TEST  WALKIN')|NULL|INSERT INTO HT_Housewife ([h_name],[h_room],[h_date],[h_note],[h_cin],[h_cin_name]) VALUES ('Admin', '402', '4/24/2026 5:11:53 PM', '','CH26-005228','SPIKE TEST  WALKIN')
2026-04-24 10:11:53.1740000|sql_batch_completed|.Net SqlClient Data Provider|<legacy-host>|sa|64|0|0|select * from HT_Rooms where room_no='402'|NULL|select * from HT_Rooms where room_no='402'
2026-04-24 10:11:53.1800000|sql_batch_completed|.Net SqlClient Data Provider|<legacy-host>|sa|64|0|5|select id from HT_POWER_LOG where room_no='402' and ROOM_POWER_END_BY=''|NULL|select id from HT_POWER_LOG where room_no='402' and ROOM_POWER_END_BY=''
2026-04-24 10:11:53.9550000|sql_batch_completed|.Net SqlClient Data Provider|<legacy-host>|sa|64|0|0|select * From HT_Rooms  order by room_NO|NULL|select * From HT_Rooms  order by room_NO
2026-04-24 10:11:54.2490000|sql_batch_completed|.Net SqlClient Data Provider|<legacy-host>|sa|64|0|294|select * from View_Room_All where room_date='4/24/2026' and (cin_room_status='เข้าพัก' or cin_room_status='ยังไม่เข้าพัก') order by id desc|NULL|select * from View_Room_All where room_date='4/24/2026' and (cin_room_status='เข้าพัก' or cin_room_status='ยังไม่เข้าพัก') order by id desc
2026-04-24 10:11:54.2500000|sql_batch_completed|.Net SqlClient Data Provider|<legacy-host>|sa|64|0|0|select book_room_type,sum(book_room_num) as num from View_Book_Ds2 where book_status='จอง' and (Book_Date_in >= '4/24/2026 00:00:00' or Book_date_out>='4/24/2026 23:59:59')  group by book_room_type|NULL|select book_room_type,sum(book_room_num) as num from View_Book_Ds2 where book_status='จอง' and (Book_Date_in >= '4/24/2026 00:00:00' or Book_date_out>='4/24/2026 23:59:59')  group by book_room_type
2026-04-24 10:11:54.2680000|sql_batch_completed|.Net SqlClient Data Provider|<legacy-host>|sa|64|0|18|select cin_no,cin_room_all,Cin_room_no,Total_Price_Balance,total_price_vat from View_CheckIn_Ds where (cin_room_status='เข้าพัก' or cin_room_status='ยังไม่เข้าพัก')|NULL|select cin_no,cin_room_all,Cin_room_no,Total_Price_Balance,total_price_vat from View_CheckIn_Ds where (cin_room_status='เข้าพัก' or cin_room_status='ยังไม่เข้าพัก')
2026-04-24 10:11:54.2700000|sql_batch_completed|.Net SqlClient Data Provider|<legacy-host>|sa|64|0|1|select SMS_Room,SMS_ID from HT_Room_SMS where SMS_Readed='no'|NULL|select SMS_Room,SMS_ID from HT_Room_SMS where SMS_Readed='no'
2026-04-24 10:11:54.4210000|sql_batch_completed|.Net SqlClient Data Provider|<legacy-host>|sa|64|0|0|select * from HT_SET_RoomType|NULL|select * from HT_SET_RoomType
