event_time_utc|event_name|client_app_name|client_host|username|session_id|xact_id|duration_ms|sql_text_action|statement_data|batch_text
--------------|----------|---------------|-----------|--------|----------|-------|-----------|---------------|--------------|----------
2026-04-24 10:03:48.3830000|sql_batch_completed|.Net SqlClient Data Provider|FRONT2|sa|64|0|0|select id from HT_Round_Bill where round_end is null|NULL|select id from HT_Round_Bill where round_end is null
2026-04-24 10:03:48.3900000|sql_batch_completed|.Net SqlClient Data Provider|FRONT2|sa|64|0|0|select * from HT_Rooms where room_no='402'|NULL|select * from HT_Rooms where room_no='402'
2026-04-24 10:03:48.4060000|sql_batch_completed|.Net SqlClient Data Provider|FRONT2|sa|64|0|0|select * from HT_ContinueTime where Con_Type='รายวัน'|NULL|select * from HT_ContinueTime where Con_Type='รายวัน'
2026-04-24 10:03:48.4060000|sql_batch_completed|.Net SqlClient Data Provider|FRONT2|sa|64|0|16|select * from View_CheckIn_Ds where Cin_Room_no='402' and (cin_room_status='เข้าพัก' or cin_room_status='ยังไม่เข้าพัก')|NULL|select * from View_CheckIn_Ds where Cin_Room_no='402' and (cin_room_status='เข้าพัก' or cin_room_status='ยังไม่เข้าพัก')
2026-04-24 10:03:48.4100000|sql_batch_completed|.Net SqlClient Data Provider|FRONT2|sa|64|0|3|select total_price_balance from HT_CheckIn_H where cin_no ='CH26-005228'|NULL|select total_price_balance from HT_CheckIn_H where cin_no ='CH26-005228'
2026-04-24 10:03:48.4120000|sql_batch_completed|.Net SqlClient Data Provider|FRONT2|sa|64|0|1|select cupon_no from HT_Cupon where cupon_cin_no='CH26-005228' and cupon_print=0|NULL|select cupon_no from HT_Cupon where cupon_cin_no='CH26-005228' and cupon_print=0
2026-04-24 10:03:49.8800000|sql_batch_completed|.Net SqlClient Data Provider|FRONT2|sa|64|0|16|select * from View_CheckIn_Ds where Cin_Room_no='402' and (cin_room_status='เข้าพัก' or cin_room_status='ยังไม่เข้าพัก')|NULL|select * from View_CheckIn_Ds where Cin_Room_no='402' and (cin_room_status='เข้าพัก' or cin_room_status='ยังไม่เข้าพัก')
2026-04-24 10:03:50.1720000|sql_batch_completed|.Net SqlClient Data Provider|FRONT2|sa|64|0|0|select * from HT_SET_CusType order by id|NULL|select * from HT_SET_CusType order by id
2026-04-24 10:03:50.1790000|sql_batch_completed|.Net SqlClient Data Provider|FRONT2|sa|64|0|3|select * from HT_CheckIn_H where Cin_no='CH26-005228'|NULL|select * from HT_CheckIn_H where Cin_no='CH26-005228'
2026-04-24 10:03:50.1840000|sql_batch_completed|.Net SqlClient Data Provider|FRONT2|sa|64|0|4|select * from HT_CheckIn_Ds where Cin_no='CH26-005228' order by Cin_Room_No|NULL|select * from HT_CheckIn_Ds where Cin_no='CH26-005228' order by Cin_Room_No
2026-04-24 10:03:50.1840000|sql_batch_completed|.Net SqlClient Data Provider|FRONT2|sa|64|0|0|select * from HT_CheckIn_Product where Cin_no='CH26-005228'|NULL|select * from HT_CheckIn_Product where Cin_no='CH26-005228'
2026-04-24 10:03:50.3030000|sql_batch_completed|.Net SqlClient Data Provider|FRONT2|sa|64|0|9|update HT_CheckIn_H set Cin_Work_number=830613 where Cin_No='CH26-005228'|NULL|update HT_CheckIn_H set Cin_Work_number=830613 where Cin_No='CH26-005228'
2026-04-24 10:03:50.3070000|sql_batch_completed|.Net SqlClient Data Provider|FRONT2|sa|64|0|3|select * from HT_Customers where Cust_no ='C21607'|NULL|select * from HT_Customers where Cust_no ='C21607'
2026-04-24 10:03:50.3180000|sql_batch_completed|.Net SqlClient Data Provider|FRONT2|sa|64|0|8|select cin_no,cin_pay_cash,cin_pay_credit,cin_pay_date from View_Pay_Ds where cin_no='CH26-005228' group by cin_no,cin_pay_cash,cin_pay_credit,cin_pay_date order by cin_pay_date|NULL|select cin_no,cin_pay_cash,cin_pay_credit,cin_pay_date from View_Pay_Ds where cin_no='CH26-005228' group by cin_no,cin_pay_cash,cin_pay_credit,cin_pay_date order by cin_pay_date
2026-04-24 10:03:50.3190000|sql_batch_completed|.Net SqlClient Data Provider|FRONT2|sa|64|0|0|select * from HT_Log_Debt where log_ds = 'ตัดจากใบลงทะเบียน CH26-005228' order by log_date|NULL|select * from HT_Log_Debt where log_ds = 'ตัดจากใบลงทะเบียน CH26-005228' order by log_date
2026-04-24 10:03:51.7660000|sql_batch_completed|.Net SqlClient Data Provider|FRONT2|sa|64|0|0|select id from HT_Round_Bill where round_end is null|NULL|select id from HT_Round_Bill where round_end is null
2026-04-24 10:03:51.7690000|sql_batch_completed|.Net SqlClient Data Provider|FRONT2|sa|64|0|3|select Cin_Work_number from HT_CheckIn_H where Cin_no='CH26-005228'|NULL|select Cin_Work_number from HT_CheckIn_H where Cin_no='CH26-005228'
2026-04-24 10:04:01.7810000|sql_batch_completed|.Net SqlClient Data Provider|FRONT2|sa|64|0|0|select id from HT_Round_Bill where round_end is null|NULL|select id from HT_Round_Bill where round_end is null
2026-04-24 10:04:01.7890000|sql_batch_completed|.Net SqlClient Data Provider|FRONT2|sa|64|0|0|select * from HT_Rooms where room_no='402'|NULL|select * from HT_Rooms where room_no='402'
2026-04-24 10:04:01.8060000|sql_batch_completed|.Net SqlClient Data Provider|FRONT2|sa|64|0|16|select * from View_CheckIn_Ds where Cin_Room_no='402' and (cin_room_status='เข้าพัก' or cin_room_status='ยังไม่เข้าพัก')|NULL|select * from View_CheckIn_Ds where Cin_Room_no='402' and (cin_room_status='เข้าพัก' or cin_room_status='ยังไม่เข้าพัก')
2026-04-24 10:04:01.8070000|sql_batch_completed|.Net SqlClient Data Provider|FRONT2|sa|64|0|0|select * from HT_ContinueTime where Con_Type='รายวัน'|NULL|select * from HT_ContinueTime where Con_Type='รายวัน'
2026-04-24 10:04:01.8100000|sql_batch_completed|.Net SqlClient Data Provider|FRONT2|sa|64|0|3|select total_price_balance from HT_CheckIn_H where cin_no ='CH26-005228'|NULL|select total_price_balance from HT_CheckIn_H where cin_no ='CH26-005228'
2026-04-24 10:04:01.8120000|sql_batch_completed|.Net SqlClient Data Provider|FRONT2|sa|64|0|1|select cupon_no from HT_Cupon where cupon_cin_no='CH26-005228' and cupon_print=0|NULL|select cupon_no from HT_Cupon where cupon_cin_no='CH26-005228' and cupon_print=0
2026-04-24 10:04:03.0230000|sql_batch_completed|.Net SqlClient Data Provider|FRONT2|sa|64|0|16|select * from View_CheckIn_Ds where Cin_Room_no='402' and (cin_room_status='เข้าพัก' or cin_room_status='ยังไม่เข้าพัก')|NULL|select * from View_CheckIn_Ds where Cin_Room_no='402' and (cin_room_status='เข้าพัก' or cin_room_status='ยังไม่เข้าพัก')
2026-04-24 10:04:03.0240000|sql_batch_completed|.Net SqlClient Data Provider|FRONT2|sa|64|0|0|select id from HT_Round_Bill where round_end is null|NULL|select id from HT_Round_Bill where round_end is null
2026-04-24 10:04:03.4990000|sql_batch_completed|.Net SqlClient Data Provider|FRONT2|sa|64|0|0|select * from HT_SET_CusType_Main order by name desc|NULL|select * from HT_SET_CusType_Main order by name desc
2026-04-24 10:04:03.5010000|sql_batch_completed|.Net SqlClient Data Provider|FRONT2|sa|64|0|0|select * from HT_Order_Up where cast_type='System.Data.DataRowView' order by id|NULL|select * from HT_Order_Up where cast_type='System.Data.DataRowView' order by id
2026-04-24 10:04:03.5030000|sql_batch_completed|.Net SqlClient Data Provider|FRONT2|sa|64|0|0|select * from HT_SET_CusType order by name|NULL|select * from HT_SET_CusType order by name
2026-04-24 10:04:03.5030000|sql_batch_completed|.Net SqlClient Data Provider|FRONT2|sa|64|0|0|select * from HT_Order_Up where cast_type='บุคคลธรรมดา' order by id|NULL|select * from HT_Order_Up where cast_type='บุคคลธรรมดา' order by id
2026-04-24 10:04:03.5050000|sql_batch_completed|.Net SqlClient Data Provider|FRONT2|sa|64|0|0|select * from HT_SET_CusType where name='System.Data.DataRowView'|NULL|select * from HT_SET_CusType where name='System.Data.DataRowView'
2026-04-24 10:04:03.5070000|sql_batch_completed|.Net SqlClient Data Provider|FRONT2|sa|64|0|0|select * from HT_SET_CusType where name='ราคาบริษัท/ราชการ'|NULL|select * from HT_SET_CusType where name='ราคาบริษัท/ราชการ'
2026-04-24 10:04:03.5090000|sql_batch_completed|.Net SqlClient Data Provider|FRONT2|sa|64|0|0|select * from HT_SET_CusType where name='ราคาปกติ'|NULL|select * from HT_SET_CusType where name='ราคาปกติ'
2026-04-24 10:04:03.5130000|sql_batch_completed|.Net SqlClient Data Provider|FRONT2|sa|64|0|3|select * from HT_CheckIn_H where Cin_no='CH26-005228'|NULL|select * from HT_CheckIn_H where Cin_no='CH26-005228'
2026-04-24 10:04:03.5180000|sql_batch_completed|.Net SqlClient Data Provider|FRONT2|sa|64|0|0|select * from HT_CheckIn_Product where Cin_no='CH26-005228'|NULL|select * from HT_CheckIn_Product where Cin_no='CH26-005228'
2026-04-24 10:04:03.5180000|sql_batch_completed|.Net SqlClient Data Provider|FRONT2|sa|64|0|4|select * from HT_CheckIn_Ds where Cin_no='CH26-005228' order by Cin_Room_No|NULL|select * from HT_CheckIn_Ds where Cin_no='CH26-005228' order by Cin_Room_No
2026-04-24 10:04:03.5210000|sql_batch_completed|.Net SqlClient Data Provider|FRONT2|sa|64|0|2|select * from HT_CheckIn_Other_People where Cin_no='CH26-005228'|NULL|select * from HT_CheckIn_Other_People where Cin_no='CH26-005228'
2026-04-24 10:04:03.5210000|sql_batch_completed|.Net SqlClient Data Provider|FRONT2|sa|64|0|0|select * from HT_SET_CusType where name='ราคาปกติ'|NULL|select * from HT_SET_CusType where name='ราคาปกติ'
